,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department_IT,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_high,salary_low,salary_medium,left
12976,0.49,0.59,0.5714285714285714,0.44193548387096776,0.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1431,0.36,0.5,0.2857142857142857,0.47419354838709676,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
7869,0.19,0.48,0.8571428571428571,0.5741935483870968,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9106,0.73,0.77,0.42857142857142855,0.7419354838709677,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14928,0.44,0.52,0.2857142857142857,0.45483870967741935,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
9816,0.91,0.49,0.42857142857142855,0.6870967741935484,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13472,0.81,0.85,0.5714285714285714,0.432258064516129,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
435,0.41,0.47,0.2857142857142857,0.43548387096774194,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1749,0.09,0.91,0.8571428571428571,0.7838709677419354,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
10587,0.75,0.83,0.42857142857142855,0.47096774193548385,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7427,0.86,0.63,0.42857142857142855,0.8741935483870967,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3407,0.54,0.43,0.42857142857142855,0.6193548387096774,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5673,0.76,0.87,0.5714285714285714,0.5193548387096775,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14798,0.8,0.83,0.2857142857142857,0.6806451612903226,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9018,0.94,0.61,0.5714285714285714,0.6419354838709678,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5161,0.85,0.49,0.5714285714285714,0.45806451612903226,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4637,0.62,0.64,0.5714285714285714,0.45806451612903226,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10985,0.59,0.65,0.7142857142857143,0.8548387096774194,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2530,0.49,0.8,0.2857142857142857,0.8870967741935484,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12763,0.39,0.46,0.2857142857142857,0.5129032258064516,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
667,0.91,0.97,0.5714285714285714,0.8838709677419355,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
12570,0.44,0.52,0.2857142857142857,0.44193548387096776,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8804,0.78,0.49,0.42857142857142855,0.6258064516129033,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2120,0.67,0.51,0.7142857142857143,0.5870967741935483,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12563,0.1,0.77,1.0,0.9387096774193548,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
5558,0.61,0.97,0.5714285714285714,0.6387096774193548,0.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7560,0.31,0.62,0.2857142857142857,0.4483870967741935,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1074,0.86,0.83,0.5714285714285714,0.8709677419354839,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
14529,0.11,0.94,0.8571428571428571,0.8903225806451613,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4799,0.37,0.74,0.2857142857142857,0.635483870967742,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13247,0.3,0.58,0.2857142857142857,0.6096774193548387,0.4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4275,0.88,0.58,0.7142857142857143,0.8580645161290322,0.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7901,0.87,0.55,0.42857142857142855,0.7516129032258064,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13051,0.63,0.64,0.42857142857142855,0.5806451612903226,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
14855,0.58,0.62,0.5714285714285714,0.7677419354838709,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
9795,0.57,0.59,0.5714285714285714,0.635483870967742,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1301,0.46,0.48,0.2857142857142857,0.5193548387096775,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1907,0.81,0.92,0.7142857142857143,0.7709677419354839,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
5606,0.66,0.92,0.5714285714285714,0.7709677419354839,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5953,0.83,0.54,0.5714285714285714,0.6096774193548387,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10864,0.79,0.65,0.7142857142857143,0.6935483870967742,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2590,0.68,0.9,0.2857142857142857,0.4290322580645161,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4932,0.39,0.38,0.2857142857142857,0.3419354838709677,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4763,0.23,0.59,0.7142857142857143,0.7903225806451613,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1500,0.11,0.83,0.8571428571428571,0.8161290322580645,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13054,0.95,0.62,0.5714285714285714,0.4838709677419355,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5341,0.81,0.6,0.5714285714285714,0.4290322580645161,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
12958,0.93,0.86,0.5714285714285714,0.6193548387096774,0.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14203,0.62,0.85,0.42857142857142855,0.7645161290322581,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4686,0.62,0.77,0.5714285714285714,0.8258064516129032,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3236,0.17,0.93,0.7142857142857143,0.5903225806451613,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1439,0.76,0.99,0.5714285714285714,0.8161290322580645,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1667,0.44,0.55,0.2857142857142857,0.4129032258064516,0.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1007,0.36,0.52,0.2857142857142857,0.44193548387096776,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
14152,0.58,1.0,0.5714285714285714,0.7096774193548387,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3918,0.38,0.5,0.2857142857142857,0.603225806451613,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10693,0.73,0.97,0.5714285714285714,0.5258064516129032,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10454,0.55,0.93,0.5714285714285714,0.8096774193548387,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9086,0.68,0.72,0.5714285714285714,0.8838709677419355,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8174,0.63,0.85,0.7142857142857143,0.6903225806451613,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6467,0.77,0.75,0.42857142857142855,0.8774193548387097,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
38,0.11,0.89,0.8571428571428571,0.9870967741935484,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2600,0.99,0.97,0.42857142857142855,0.8290322580645161,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7605,0.96,0.95,0.42857142857142855,0.7612903225806451,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6737,0.83,0.36,0.5714285714285714,0.7806451612903226,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11195,0.47,0.79,0.42857142857142855,0.9161290322580645,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14740,0.39,0.57,0.2857142857142857,0.46774193548387094,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
13890,0.66,0.87,0.42857142857142855,0.7193548387096774,0.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5242,0.76,0.47,0.42857142857142855,0.7193548387096774,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1590,0.43,0.48,0.2857142857142857,0.47419354838709676,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2011,0.34,0.39,0.2857142857142857,0.43870967741935485,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
421,0.1,0.94,0.8571428571428571,0.9258064516129032,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5197,0.79,0.59,0.2857142857142857,0.5064516129032258,0.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4632,0.36,0.72,0.42857142857142855,0.5774193548387097,0.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2300,0.51,0.41,0.8571428571428571,0.3419354838709677,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12015,0.38,0.54,0.2857142857142857,0.4612903225806452,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
8315,0.33,0.77,0.42857142857142855,0.6967741935483871,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4741,0.61,0.5,0.5714285714285714,0.8741935483870967,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9122,0.8,0.85,0.5714285714285714,0.7709677419354839,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4171,0.72,0.81,0.5714285714285714,0.432258064516129,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3968,0.58,0.7,0.7142857142857143,0.4870967741935484,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1510,0.87,1.0,0.5714285714285714,0.7225806451612903,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
14859,0.45,0.54,0.2857142857142857,0.4161290322580645,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
10756,0.31,0.51,0.2857142857142857,0.47096774193548385,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4727,0.76,0.96,0.5714285714285714,0.43548387096774194,0.3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10314,0.41,0.48,0.42857142857142855,0.43548387096774194,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
769,0.42,0.46,0.2857142857142857,0.45483870967741935,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
14666,0.44,0.53,0.2857142857142857,0.4096774193548387,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1267,0.42,0.53,0.2857142857142857,0.5096774193548387,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5398,0.54,1.0,0.42857142857142855,0.5451612903225806,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10082,0.73,1.0,0.2857142857142857,0.7387096774193549,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12255,0.44,0.45,0.2857142857142857,0.5032258064516129,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9041,0.48,0.63,0.7142857142857143,0.4161290322580645,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5305,0.26,0.51,0.2857142857142857,0.9161290322580645,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1873,0.09,0.93,0.8571428571428571,0.9,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
8427,0.55,0.51,0.42857142857142855,0.6193548387096774,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
13458,0.4,0.89,0.2857142857142857,0.532258064516129,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13684,0.28,0.59,0.8571428571428571,0.9064516129032258,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14382,0.41,0.46,0.2857142857142857,0.5161290322580645,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
12306,0.37,0.46,0.2857142857142857,0.4806451612903226,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
10013,0.49,0.85,0.42857142857142855,0.8064516129032258,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11633,0.77,0.89,0.5714285714285714,0.867741935483871,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
10445,0.55,0.4,0.7142857142857143,0.7064516129032258,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5750,0.75,0.71,0.5714285714285714,0.6741935483870968,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5732,0.67,0.89,0.2857142857142857,0.5580645161290323,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6368,0.64,0.95,0.42857142857142855,0.42258064516129035,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9797,0.69,0.77,0.42857142857142855,0.7483870967741936,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3731,0.95,0.49,0.5714285714285714,0.7387096774193549,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13599,0.52,0.8,0.42857142857142855,0.8129032258064516,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5911,0.75,0.5,0.5714285714285714,0.5,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9207,0.77,0.71,0.7142857142857143,0.45483870967741935,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7112,0.51,0.96,0.5714285714285714,0.6580645161290323,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8718,0.91,0.61,0.5714285714285714,0.567741935483871,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1094,0.11,0.77,0.8571428571428571,0.8870967741935484,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
10843,0.95,0.62,0.5714285714285714,0.4838709677419355,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
14930,0.11,0.89,0.8571428571428571,0.864516129032258,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5977,0.85,0.49,0.42857142857142855,0.832258064516129,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12612,0.37,0.47,0.2857142857142857,0.44516129032258067,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
9408,0.58,0.88,0.5714285714285714,0.8225806451612904,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4158,0.73,0.71,0.7142857142857143,0.6935483870967742,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11474,0.77,0.65,0.42857142857142855,0.5032258064516129,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
10207,0.53,0.56,0.7142857142857143,0.7612903225806451,0.4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10669,0.72,0.7,0.5714285714285714,0.5548387096774193,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8869,0.91,0.5,0.5714285714285714,0.7451612903225806,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9329,0.71,0.5,0.42857142857142855,0.6483870967741936,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1565,0.1,0.86,1.0,0.8419354838709677,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
12814,0.64,0.6,0.42857142857142855,0.43548387096774194,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11293,0.87,0.48,0.7142857142857143,0.5483870967741935,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9062,0.84,0.5,0.42857142857142855,0.7322580645161291,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10262,0.77,0.95,0.42857142857142855,0.7935483870967742,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2607,0.5,0.65,0.7142857142857143,0.7806451612903226,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5229,0.99,0.99,0.42857142857142855,0.5096774193548387,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13102,0.8,0.55,0.5714285714285714,0.5741935483870968,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4408,0.57,0.69,0.5714285714285714,0.47096774193548385,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10976,0.69,0.52,0.42857142857142855,0.6,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3816,0.7,0.87,0.7142857142857143,0.5709677419354838,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8997,0.5,0.72,0.42857142857142855,0.5870967741935483,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9735,0.22,0.85,0.8571428571428571,0.5548387096774193,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12991,0.87,0.94,0.5714285714285714,0.6096774193548387,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7673,0.59,0.68,0.5714285714285714,0.8806451612903226,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12372,0.39,0.48,0.2857142857142857,0.45483870967741935,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
12618,0.45,0.57,0.2857142857142857,0.4774193548387097,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
12222,0.37,0.51,0.2857142857142857,0.4935483870967742,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
9672,0.94,0.81,0.42857142857142855,0.4838709677419355,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4538,0.73,0.97,0.42857142857142855,0.7903225806451613,0.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1762,0.41,0.71,0.42857142857142855,0.6612903225806451,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
191,0.92,0.87,0.5714285714285714,0.7290322580645161,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
10289,0.9,0.55,0.42857142857142855,0.6290322580645161,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4713,0.69,0.68,0.7142857142857143,0.5387096774193548,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5085,0.72,0.63,0.42857142857142855,0.4806451612903226,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7473,0.83,0.92,0.5714285714285714,0.603225806451613,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8252,0.55,0.87,0.5714285714285714,0.6451612903225806,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1037,0.09,0.97,1.0,0.864516129032258,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
12256,0.11,0.81,0.8571428571428571,0.8580645161290322,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
341,0.37,0.47,0.2857142857142857,0.45483870967741935,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
11622,0.7,0.68,0.7142857142857143,0.7258064516129032,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10485,0.62,0.79,0.7142857142857143,0.5548387096774193,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3161,1.0,0.59,0.5714285714285714,0.5612903225806452,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9561,0.8,0.5,0.42857142857142855,0.7064516129032258,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9668,0.24,0.76,0.8571428571428571,0.6870967741935484,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
490,0.53,0.56,0.5714285714285714,0.9064516129032258,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
912,0.8,0.95,0.5714285714285714,0.8838709677419355,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
13425,0.5,1.0,0.7142857142857143,0.8516129032258064,0.8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10906,1.0,0.73,0.7142857142857143,0.6096774193548387,0.3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3580,0.61,0.63,0.42857142857142855,0.8064516129032258,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9138,0.96,0.74,0.7142857142857143,0.5161290322580645,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12949,0.68,0.84,0.42857142857142855,0.8709677419354839,0.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
680,0.1,0.83,0.8571428571428571,0.867741935483871,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9063,0.64,0.38,0.2857142857142857,0.867741935483871,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12600,0.77,0.98,0.7142857142857143,0.8354838709677419,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
12224,0.4,0.56,0.2857142857142857,0.4806451612903226,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
7123,0.68,1.0,0.5714285714285714,0.5967741935483871,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7366,0.61,0.59,0.5714285714285714,0.7967741935483871,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3427,0.73,0.53,0.42857142857142855,0.5935483870967742,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12476,0.11,0.87,0.7142857142857143,0.8741935483870967,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
11307,0.72,0.62,0.42857142857142855,0.7838709677419354,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
