,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department_IT,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_high,salary_low,salary_medium,left
8893,0.18,0.62,0.42857142857142855,0.532258064516129,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5692,0.79,0.6,0.5714285714285714,0.5193548387096775,0.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12986,0.24,0.62,0.7142857142857143,0.6419354838709678,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14109,0.89,0.55,0.5714285714285714,0.5129032258064516,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9263,0.41,0.7,0.2857142857142857,0.4870967741935484,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3251,0.66,0.59,0.7142857142857143,0.8451612903225807,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10509,0.66,0.56,0.2857142857142857,0.33548387096774196,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3599,0.76,0.8,0.2857142857142857,0.7064516129032258,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14602,0.45,0.55,0.2857142857142857,0.4774193548387097,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6987,0.85,0.89,0.5714285714285714,0.5709677419354838,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6105,0.67,0.84,0.5714285714285714,0.635483870967742,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2214,0.59,0.52,0.2857142857142857,0.4806451612903226,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2216,0.97,0.6,0.42857142857142855,0.5225806451612903,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13876,0.96,0.85,0.5714285714285714,0.5580645161290323,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2859,0.55,0.77,0.42857142857142855,0.7645161290322581,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4921,0.83,0.94,0.5714285714285714,0.7838709677419354,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2760,0.54,0.49,0.5714285714285714,0.49032258064516127,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3289,0.96,0.67,0.7142857142857143,0.5483870967741935,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14333,0.75,1.0,0.5714285714285714,0.6967741935483871,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2626,0.89,0.71,0.7142857142857143,0.6258064516129033,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13223,0.95,0.74,0.7142857142857143,0.7838709677419354,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4935,0.67,0.71,0.5714285714285714,0.5580645161290323,0.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3429,0.53,0.66,0.42857142857142855,0.35161290322580646,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6248,0.89,0.56,0.5714285714285714,0.5129032258064516,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11450,0.74,0.63,0.42857142857142855,0.5806451612903226,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8454,0.84,0.68,0.5714285714285714,0.5774193548387097,0.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12518,0.44,0.54,0.2857142857142857,0.4870967741935484,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7791,0.33,0.4,0.8571428571428571,0.6903225806451613,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11751,0.99,0.92,0.5714285714285714,0.8548387096774194,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9199,0.72,0.71,0.42857142857142855,0.4258064516129032,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14614,0.92,0.93,0.7142857142857143,0.7741935483870968,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2678,0.79,0.61,0.7142857142857143,0.3096774193548387,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3707,0.48,0.59,0.2857142857142857,0.5774193548387097,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14689,0.76,0.83,0.7142857142857143,0.7322580645161291,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2805,0.66,0.99,0.7142857142857143,0.7870967741935484,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1453,0.63,0.83,0.8571428571428571,0.7806451612903226,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
14420,0.38,0.52,0.2857142857142857,0.4935483870967742,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8396,0.55,0.87,0.42857142857142855,0.6935483870967742,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2319,0.99,0.79,0.5714285714285714,0.6193548387096774,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5781,0.76,0.92,0.5714285714285714,0.4967741935483871,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13733,0.5,0.92,0.5714285714285714,0.8580645161290322,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11498,0.56,0.66,0.5714285714285714,0.8516129032258064,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12294,0.1,0.93,0.8571428571428571,0.8161290322580645,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2288,0.47,0.9,0.42857142857142855,0.3258064516129032,0.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9839,0.37,0.41,0.8571428571428571,0.3258064516129032,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13617,0.82,0.71,0.2857142857142857,0.6741935483870968,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7563,0.5,0.96,0.7142857142857143,0.7387096774193549,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1713,0.63,0.93,0.7142857142857143,0.5258064516129032,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
11213,0.93,0.95,0.7142857142857143,0.567741935483871,0.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14598,0.1,0.97,0.8571428571428571,0.7967741935483871,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
6045,0.24,0.57,0.7142857142857143,0.7483870967741936,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6909,0.47,0.47,0.5714285714285714,0.6161290322580645,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12593,0.37,0.54,0.2857142857142857,0.4258064516129032,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
5220,0.53,0.5,0.5714285714285714,0.5967741935483871,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3668,0.64,0.64,0.42857142857142855,0.8483870967741935,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14185,0.82,0.58,0.7142857142857143,0.8483870967741935,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6699,0.79,0.86,0.7142857142857143,0.8709677419354839,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5999,0.78,0.98,0.5714285714285714,0.8387096774193549,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13531,0.57,0.82,0.5714285714285714,0.867741935483871,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5012,0.31,0.92,0.5714285714285714,0.4290322580645161,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12898,0.94,0.8,0.5714285714285714,0.8580645161290322,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14564,0.43,0.57,0.2857142857142857,0.43548387096774194,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1489,0.4,0.46,0.2857142857142857,0.5161290322580645,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1606,0.89,0.48,0.42857142857142855,0.5741935483870968,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
8593,0.36,0.39,0.42857142857142855,0.3161290322580645,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4519,0.44,0.45,0.2857142857142857,0.4,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1402,0.84,0.86,0.7142857142857143,0.7741935483870968,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
9386,0.78,0.56,0.42857142857142855,0.8741935483870967,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14178,0.82,0.82,0.42857142857142855,0.4774193548387097,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8793,0.65,0.91,0.42857142857142855,0.667741935483871,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1006,0.4,0.47,0.2857142857142857,0.4870967741935484,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2791,0.14,0.9,0.5714285714285714,0.6387096774193548,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2704,0.63,0.5,0.7142857142857143,0.7935483870967742,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12071,0.09,0.77,0.7142857142857143,0.8870967741935484,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
13839,0.57,0.75,0.5714285714285714,0.8032258064516129,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7038,0.96,0.93,0.42857142857142855,0.5032258064516129,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12286,0.11,0.83,0.8571428571428571,0.9870967741935484,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
7336,0.52,0.75,0.5714285714285714,0.8580645161290322,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2357,0.75,0.9,0.7142857142857143,0.6,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11958,0.16,0.63,0.7142857142857143,0.8580645161290322,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
290,0.4,0.46,0.2857142857142857,0.4129032258064516,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
11286,0.76,0.82,0.5714285714285714,0.5483870967741935,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7852,0.82,0.48,0.5714285714285714,0.4806451612903226,0.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3595,0.32,0.97,0.8571428571428571,0.8774193548387097,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11024,0.66,0.58,0.5714285714285714,0.7870967741935484,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
88,0.37,0.57,0.2857142857142857,0.41935483870967744,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
14920,0.87,0.91,0.7142857142857143,0.7354838709677419,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2232,0.56,0.62,0.42857142857142855,0.4967741935483871,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3325,0.52,0.54,0.7142857142857143,0.7967741935483871,0.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
14335,0.46,0.49,0.2857142857142857,0.44516129032258067,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6247,1.0,0.73,0.7142857142857143,0.45806451612903226,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
12585,0.4,0.51,0.2857142857142857,0.4483870967741935,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
11626,0.34,0.46,0.42857142857142855,0.5,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8390,0.69,0.92,0.7142857142857143,0.7096774193548387,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9027,0.69,0.52,0.7142857142857143,0.7064516129032258,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1056,0.45,0.56,0.2857142857142857,0.4612903225806452,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
903,0.43,0.47,0.2857142857142857,0.4129032258064516,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
14077,0.67,0.97,0.5714285714285714,0.632258064516129,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8668,0.97,0.89,0.5714285714285714,0.6225806451612903,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2039,0.52,0.88,0.42857142857142855,0.5774193548387097,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1611,0.09,0.92,1.0,0.9709677419354839,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5775,0.86,0.69,0.7142857142857143,0.5064516129032258,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
736,0.81,0.91,0.5714285714285714,0.7387096774193549,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
14331,0.14,0.62,0.5714285714285714,0.5096774193548387,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4878,0.53,0.52,0.42857142857142855,0.7516129032258064,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4123,0.65,0.57,0.42857142857142855,0.44193548387096776,0.4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4130,0.81,0.58,0.42857142857142855,0.7838709677419354,0.4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8242,0.23,0.73,0.7142857142857143,0.635483870967742,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6418,0.98,0.7,0.42857142857142855,0.8225806451612904,0.2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2864,0.64,0.66,0.42857142857142855,0.7032258064516129,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12503,0.43,0.51,0.2857142857142857,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1418,0.1,0.95,1.0,0.9548387096774194,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
3323,0.84,0.51,0.5714285714285714,0.5580645161290323,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4147,0.82,0.88,0.5714285714285714,0.4806451612903226,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13642,0.81,0.77,0.42857142857142855,0.7129032258064516,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10447,0.53,0.89,0.42857142857142855,0.5387096774193548,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1010,0.43,0.53,0.2857142857142857,0.49032258064516127,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4096,0.5,0.69,0.5714285714285714,0.5709677419354838,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8422,0.64,0.53,0.42857142857142855,0.9064516129032258,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6605,0.73,0.6,0.42857142857142855,0.46774193548387094,0.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14952,0.44,0.52,0.2857142857142857,0.4806451612903226,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
12702,0.45,0.5,0.2857142857142857,0.47419354838709676,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
14354,0.37,0.47,0.2857142857142857,0.49032258064516127,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
14836,0.78,0.98,0.7142857142857143,0.8483870967741935,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
14568,0.37,0.54,0.2857142857142857,0.4806451612903226,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8466,0.52,0.65,0.5714285714285714,0.8516129032258064,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9967,0.87,0.64,0.42857142857142855,0.603225806451613,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3366,0.67,0.6,0.42857142857142855,0.5064516129032258,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10836,0.68,0.49,0.42857142857142855,0.5741935483870968,0.3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11527,0.25,0.89,0.5714285714285714,0.4967741935483871,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12064,0.11,0.94,0.8571428571428571,0.9225806451612903,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
11360,0.62,0.75,0.7142857142857143,0.532258064516129,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8045,0.64,0.83,0.5714285714285714,0.5774193548387097,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1385,0.4,0.46,0.2857142857142857,0.47096774193548385,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
11004,0.83,0.91,0.42857142857142855,0.5,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4871,0.57,0.61,0.42857142857142855,0.5387096774193548,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
735,0.83,0.99,0.7142857142857143,0.832258064516129,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
13043,0.47,0.53,0.42857142857142855,0.3580645161290323,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12793,0.62,0.5,0.5714285714285714,0.5032258064516129,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13431,0.51,0.39,0.7142857142857143,0.4258064516129032,0.6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2858,0.93,0.99,0.5714285714285714,0.43870967741935485,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9895,0.89,0.58,0.42857142857142855,0.5387096774193548,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9049,0.62,0.68,0.42857142857142855,0.7290322580645161,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10715,0.64,0.49,0.42857142857142855,0.7774193548387097,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3656,0.87,0.59,0.7142857142857143,0.8419354838709677,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
