,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department_IT,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_high,salary_low,salary_medium,left
343,0.41,0.56,0.2857142857142857,0.4612903225806452,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
13888,0.64,0.48,0.42857142857142855,0.47419354838709676,0.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3864,0.68,0.8,0.5714285714285714,0.6,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12465,0.37,0.54,0.2857142857142857,0.49032258064516127,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
11968,0.8,0.8,0.5714285714285714,0.47096774193548385,0.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6010,0.59,0.59,0.42857142857142855,0.6258064516129033,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14973,0.36,0.52,0.2857142857142857,0.4612903225806452,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
12339,0.1,0.91,0.8571428571428571,0.7935483870967742,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3141,0.84,0.41,0.8571428571428571,0.8225806451612904,0.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
205,0.38,0.5,0.2857142857142857,0.4935483870967742,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3476,0.81,0.76,0.7142857142857143,0.432258064516129,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2729,0.72,0.66,0.5714285714285714,0.6516129032258065,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12594,0.1,0.77,0.8571428571428571,0.8225806451612904,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
11191,0.47,0.56,0.5714285714285714,0.7290322580645161,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13006,0.56,0.74,0.42857142857142855,0.4967741935483871,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12587,0.8,0.83,0.2857142857142857,0.6806451612903226,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6722,0.63,0.88,0.7142857142857143,0.8387096774193549,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3947,0.99,0.86,0.5714285714285714,0.6645161290322581,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9737,0.85,0.48,0.2857142857142857,0.6709677419354839,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2276,0.79,0.72,0.8571428571428571,0.7741935483870968,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7833,0.88,0.63,0.42857142857142855,0.5935483870967742,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10617,0.66,0.56,0.5714285714285714,0.5967741935483871,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5569,0.88,0.69,0.42857142857142855,0.8,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13569,0.73,0.77,0.42857142857142855,0.7516129032258064,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3188,0.95,0.86,0.7142857142857143,0.4612903225806452,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13292,0.94,0.49,0.5714285714285714,0.567741935483871,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10131,0.12,0.65,0.7142857142857143,0.8451612903225807,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7398,0.96,0.76,0.5714285714285714,0.5096774193548387,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10225,0.73,0.89,0.42857142857142855,0.4483870967741935,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9554,0.62,0.68,0.42857142857142855,0.432258064516129,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6663,0.81,0.96,0.42857142857142855,0.7290322580645161,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3920,0.76,0.62,0.5714285714285714,0.5064516129032258,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1324,0.76,0.82,0.5714285714285714,0.8193548387096774,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
13851,0.51,0.52,0.42857142857142855,0.6064516129032258,0.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3922,0.69,0.67,0.42857142857142855,0.5741935483870968,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9708,0.47,0.43,0.42857142857142855,0.3870967741935484,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13556,0.8,0.67,0.42857142857142855,0.5741935483870968,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11754,0.61,0.79,0.7142857142857143,0.7419354838709677,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
201,0.39,0.5,0.2857142857142857,0.43548387096774194,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
12236,0.4,0.53,0.2857142857142857,0.4870967741935484,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
12108,0.71,0.87,0.42857142857142855,0.5709677419354838,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8367,0.79,0.99,0.5714285714285714,0.5709677419354838,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1361,0.75,0.89,0.7142857142857143,0.8774193548387097,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
12189,0.44,0.51,0.2857142857142857,0.5032258064516129,0.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3560,0.16,0.88,0.8571428571428571,0.7032258064516129,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6811,0.32,0.45,0.2857142857142857,0.6064516129032258,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5759,0.55,0.83,0.7142857142857143,0.7096774193548387,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11772,0.84,0.5,0.5714285714285714,0.5741935483870968,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7910,0.35,0.6,0.7142857142857143,0.7709677419354839,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2773,0.63,0.56,0.5714285714285714,0.8,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3630,0.97,0.53,0.5714285714285714,0.6290322580645161,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2610,0.78,0.5,0.5714285714285714,0.6838709677419355,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10103,0.9,0.49,0.8571428571428571,0.5645161290322581,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11508,0.55,0.52,0.5714285714285714,0.5419354838709678,0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10248,0.94,0.57,0.42857142857142855,0.535483870967742,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6940,0.6,0.73,0.7142857142857143,0.6548387096774193,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4476,0.86,0.6,0.7142857142857143,0.432258064516129,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4346,0.53,0.75,0.2857142857142857,0.3967741935483871,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2674,0.57,0.87,0.5714285714285714,0.5516129032258065,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3237,0.97,0.86,0.7142857142857143,0.43548387096774194,0.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
926,0.78,0.87,0.5714285714285714,0.7612903225806451,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
12700,0.46,0.54,0.2857142857142857,0.4612903225806452,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
7962,0.74,0.54,0.5714285714285714,0.5387096774193548,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8228,0.56,0.64,0.42857142857142855,0.6645161290322581,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13611,0.15,0.75,0.42857142857142855,0.4838709677419355,0.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5505,0.65,0.94,0.5714285714285714,0.5612903225806452,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
463,0.8,0.85,0.5714285714285714,0.8806451612903226,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
3119,0.61,0.92,0.5714285714285714,0.5129032258064516,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1387,0.4,0.5,0.2857142857142857,0.43548387096774194,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5256,0.79,0.75,0.2857142857142857,0.7129032258064516,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
240,0.1,0.87,1.0,0.932258064516129,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1378,0.8,0.87,0.7142857142857143,0.7741935483870968,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1262,0.11,0.84,0.8571428571428571,0.8129032258064516,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
10401,0.99,0.9,0.5714285714285714,0.5645161290322581,0.3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7155,0.56,0.78,0.5714285714285714,0.6225806451612903,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3847,0.96,0.61,0.42857142857142855,0.8741935483870967,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7595,0.81,0.5,0.5714285714285714,0.7451612903225806,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3064,0.95,0.66,0.5714285714285714,0.5419354838709678,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11781,0.51,0.71,0.2857142857142857,0.5806451612903226,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6365,0.63,0.72,0.2857142857142857,0.5193548387096775,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10152,0.67,0.77,0.5714285714285714,0.7806451612903226,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12655,0.77,1.0,0.5714285714285714,0.7483870967741936,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4589,0.99,0.91,0.42857142857142855,0.7774193548387097,0.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9169,0.14,0.99,0.42857142857142855,0.8290322580645161,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5077,0.22,0.69,0.5714285714285714,0.5870967741935483,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6777,0.59,0.89,0.42857142857142855,0.6193548387096774,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9506,0.5,0.63,0.7142857142857143,0.5387096774193548,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14512,0.12,1.0,0.42857142857142855,0.896774193548387,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
9091,0.14,0.73,0.7142857142857143,0.8806451612903226,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13323,0.85,0.94,0.7142857142857143,0.7580645161290323,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12499,0.89,0.95,0.2857142857142857,0.5838709677419355,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
11365,0.75,0.59,0.7142857142857143,0.4806451612903226,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2352,0.54,0.73,0.2857142857142857,0.3225806451612903,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
536,0.11,0.85,0.8571428571428571,0.9838709677419355,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8096,0.96,1.0,0.42857142857142855,0.44193548387096776,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13260,0.65,0.83,0.5714285714285714,0.8096774193548387,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14577,0.1,0.83,0.8571428571428571,0.832258064516129,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1462,0.39,0.54,0.2857142857142857,0.4806451612903226,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
5338,0.73,0.86,0.5714285714285714,0.44516129032258067,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10927,0.49,0.52,0.42857142857142855,0.5032258064516129,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4183,0.54,0.59,0.5714285714285714,0.7354838709677419,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9095,0.63,0.77,0.42857142857142855,0.567741935483871,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1630,0.1,0.86,0.8571428571428571,0.9290322580645162,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9499,0.5,0.95,0.42857142857142855,0.535483870967742,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4748,0.92,0.99,0.7142857142857143,0.7612903225806451,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10759,0.58,0.77,0.5714285714285714,0.45161290322580644,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
507,0.39,0.54,0.2857142857142857,0.5096774193548387,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13262,0.51,0.56,0.5714285714285714,0.6387096774193548,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6524,0.99,0.92,0.5714285714285714,0.7387096774193549,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2925,0.5,0.89,0.7142857142857143,0.7161290322580646,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11172,0.67,0.52,0.5714285714285714,0.667741935483871,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
13050,0.9,0.67,0.2857142857142857,0.7387096774193549,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5110,0.71,0.76,0.42857142857142855,0.6483870967741936,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11576,0.97,0.51,0.7142857142857143,0.6935483870967742,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5133,0.71,0.76,0.42857142857142855,0.5645161290322581,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11113,0.75,0.51,0.2857142857142857,0.6935483870967742,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2875,0.69,0.82,0.5714285714285714,0.6709677419354839,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
12058,0.38,0.54,0.2857142857142857,0.4129032258064516,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
60,0.85,0.91,0.7142857142857143,0.7290322580645161,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
13390,0.65,0.9,0.8571428571428571,0.7,0.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2462,0.63,0.8,0.42857142857142855,0.6612903225806451,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5084,0.62,0.7,0.5714285714285714,0.45483870967741935,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
545,0.78,1.0,0.7142857142857143,0.7612903225806451,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
917,0.38,0.55,0.2857142857142857,0.46774193548387094,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
7138,0.8,0.98,0.42857142857142855,0.6741935483870968,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3040,0.57,0.61,0.42857142857142855,0.7838709677419354,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4356,0.92,0.94,0.7142857142857143,0.8161290322580645,0.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8616,0.99,0.48,0.42857142857142855,0.33548387096774196,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14881,0.43,0.56,0.2857142857142857,0.4161290322580645,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9686,0.55,0.9,0.5714285714285714,0.6645161290322581,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2305,0.91,0.55,0.8571428571428571,0.31290322580645163,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6222,0.78,0.63,0.7142857142857143,0.6451612903225806,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6637,0.88,0.89,0.42857142857142855,0.5516129032258065,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6546,0.85,0.65,0.42857142857142855,0.603225806451613,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7893,0.75,0.81,0.2857142857142857,0.7967741935483871,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6581,0.99,0.54,0.5714285714285714,0.7612903225806451,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14852,0.74,0.97,0.5714285714285714,0.7354838709677419,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
